name,name character_deaths,name character_predictions,allegiances,nobility,gender,has_Allegiance,is_alive,has_dead_rels,culture,mother,father,spouse,house,heir,data_poor,known_culture,known_spouse,known_heir,known_mother,known_father,num_interactions,num_people_interacted,num_interactions_dead,num_people_interacted_dead,num_hops_daenerys,num_hops_cersei,num_hops_jonsnow,pageRank,community
Alfyn,,Alfyn,Unknown,0,1,0.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Arson,Arson,Arson,Wildling,0,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,3.0,1.0,,,3.0,2.0,1.0,0.17507704551098868,174.0
Bael the Bard,,Bael the Bard,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,5.0,1.0,5.0,1.0,4.0,3.0,2.0,0.19720763655204795,174.0
Big Boil,Big Boil,Big Boil,Wildling,0,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,6.0,2.0,3.0,1.0,3.0,2.0,1.0,0.20340162743232218,174.0
Borroq,Borroq,Borroq,Wildling,0,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Briar,,Briar,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Brogg,,Brogg,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Bump,,Bump,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,5.0,1.0,5.0,1.0,4.0,3.0,2.0,0.2711864672077353,139.0
Craster,Craster,Craster,None,0,1,0.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,193.0,18.0,49.0,5.0,3.0,2.0,1.0,2.0783549753949044,174.0
Dalla,Dalla,Dalla,Wildling,1,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,51.0,6.0,,,3.0,2.0,1.0,0.5790940075879916,174.0
Dan,,Dan,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Del,Del,Del,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Dormund,,Dormund,Unknown,0,1,0.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Dryn,,Dryn,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,3.0,1.0,,,4.0,3.0,2.0,0.17941858762496846,174.0
Dyah,,Dyah,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,Craster,Unknown,Unknown,1,1,1,0,0,0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,0.15000000000000002,553.0
Errok,,Errok,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,14.0,3.0,3.0,1.0,3.0,2.0,1.0,0.35872498054523033,735.0
Ferny,,Ferny,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,Craster,Unknown,Unknown,1,1,1,0,0,0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,0.15000000000000002,553.0
Frenya,Frenya,Frenya,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,9.0,2.0,6.0,1.0,3.0,3.0,2.0,0.2992397000489292,72.0
Gavin,,Gavin,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Gendel,,Gendel,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,6.0,2.0,,,3.0,2.0,1.0,0.3041678236389999,1239.0
Gilly,Gilly,Gilly,Wildling,0,0,1.0,1,1,Free Folk,Unknown,Unknown,Craster,Unknown,Unknown,0,1,1,0,0,0,216.0,14.0,44.0,4.0,3.0,2.0,1.0,2.059901414439082,174.0
Gorne,,Gorne,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,6.0,2.0,,,3.0,2.0,1.0,0.3041678236389999,1239.0
Great Walrus,,Great Walrus,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Grigg,Grigg,Grigg,Wildling,0,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,15.0,3.0,3.0,1.0,3.0,2.0,1.0,0.3733668585657141,735.0
Grisella,,Grisella,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Haggon,,Haggon,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,8.0,1.0,8.0,1.0,4.0,3.0,2.0,0.34389834886824244,139.0
Hali,Hali,Hali,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,3.0,1.0,,,3.0,2.0,2.0,0.1713002691205475,158.0
Harle the Handsome,,Harle the Handsome,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Harle the Huntsman,,Harle the Huntsman,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Harma,Harma,Harma,Wildling,1,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,39.0,8.0,10.0,3.0,3.0,2.0,1.0,0.5562119210255332,174.0
Henk,,Henk,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Holly,Holly,Holly,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,23.0,4.0,9.0,2.0,3.0,3.0,2.0,0.5183471196796744,72.0
Howd Wanderer,Howd Wanderer,,Wildling,1,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Wildlings,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,,
Jarl,Jarl,Jarl,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,68.0,8.0,25.0,3.0,3.0,2.0,1.0,0.7924208966549487,174.0
Joramun,,Joramun,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,10.0,2.0,,,4.0,3.0,2.0,0.23538496989058333,77.0
Kyleg,,Kyleg,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Lenn,,Lenn,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Lenyl,,Lenyl,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Lord of Bones,Lord of Bones,,Wildling,1,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Wildlings,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,1.3382402142044154,174.0
Mag Mar Tun Doh Weg,Mag Mar Tun Doh Weg,Mag Mar Tun Doh Weg,Wildling,1,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,9.0,2.0,6.0,1.0,3.0,2.0,1.0,0.23166105803975376,174.0
Magnar Styr,Magnar Styr,,Wildling,1,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Wildlings,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,174.0
Mance Rayder,Mance Rayder,Mance Rayder,Wildling,1,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,389.0,33.0,127.0,15.0,3.0,2.0,1.0,3.9342589566484087,174.0
Mance Rayder,Mance Rayder,Mance Rayder,Wildling,1,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,389.0,33.0,127.0,15.0,3.0,2.0,1.0,3.9342589566484087,174.0
Maris,Maris,Maris,Wildling,0,0,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Meha,Meha,Meha,Wildling,0,0,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Monster,Monster,Monster,Wildling,0,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Morna White Mask,Morna White Mask,,Wildling,1,0,1.0,1,0,Free Folk,Unknown,Unknown,0,Wildlings,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,,
Mother Mole,,Mother Mole,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Munda,,Munda,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,Longspear Ryk,Unknown,Unknown,1,1,1,0,0,0,4.0,3.0,,,4.0,3.0,2.0,0.18922478387103184,174.0
Myrtle,Myrtle,Myrtle,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Nella,,Nella,Unknown,0,0,0.0,1,0,Free Folk,Unknown,Unknown,Craster,Unknown,Unknown,1,1,1,0,0,0,0.0,1.0,0.0,1.0,4.0,3.0,2.0,0.15000000000000002,553.0
Orell,Orell,Orell,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,9.0,2.0,3.0,1.0,3.0,2.0,1.0,0.22847867195378055,174.0
Osha,Osha,Osha,House Stark,0,0,1.0,1,0,Free Folk,Unknown,Unknown,0,House Stark,Unknown,0,1,1,0,0,0,117.0,9.0,37.0,3.0,3.0,2.0,2.0,1.006918394844979,158.0
Quort,Quort,Quort,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,wildlings,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2163.0
Ragwyle,Ragwyle,Ragwyle,Wildling,0,0,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,0.17783219560951702,174.0
Raymun Redbeard,,Raymun Redbeard,Unknown,0,1,0.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,3.0,1.0,,,4.0,3.0,2.0,0.28927081125293624,174.0
Rowan,Rowan,Rowan,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,27.0,5.0,8.0,2.0,3.0,3.0,2.0,0.4884479387663305,72.0
Rowan,Rowan,Rowan,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,27.0,5.0,8.0,2.0,3.0,3.0,2.0,0.4884479387663305,1101.0
Ryk,Ryk,Ryk,Wildling,0,1,1.0,1,0,Free Folk,Unknown,Unknown,Munda,Unknown,Unknown,0,1,1,0,0,0,29.0,5.0,8.0,1.0,3.0,2.0,1.0,0.41134904214413837,174.0
Squirrel,Squirrel,Squirrel,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,20.0,4.0,5.0,1.0,3.0,3.0,2.0,0.3783843068522402,72.0
Stiv,Stiv,Stiv,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Night's Watch,Unknown,0,1,1,0,0,0,7.0,2.0,3.0,1.0,3.0,2.0,2.0,0.20194270833453634,158.0
Stone Thumbs,Stone Thumbs,Stone Thumbs,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Styr,,Styr,Unknown,0,1,0.0,0,0,Free Folk,Unknown,Unknown,0,Thenn,Unknown,1,1,1,0,0,0,99.0,8.0,29.0,3.0,3.0,2.0,1.0,1.0788615193217994,174.0
Thistle,Thistle,Thistle,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,7.0,1.0,7.0,1.0,4.0,3.0,2.0,0.31966104978637305,139.0
Toefinger,,Toefinger,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Toregg,,Toregg,Unknown,0,1,0.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,18.0,3.0,,,3.0,2.0,1.0,0.32951493589789604,174.0
Tormund,Tormund Giantsbane,Tormund,Wildling,1,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,180.0,15.0,23.0,4.0,3.0,2.0,1.0,2.089367415430024,174.0
Torwynd,Torwynd the Tame,Torwynd,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Val,Val,Val,Wildling,0,0,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,125.0,9.0,17.0,2.0,2.0,2.0,1.0,1.2640001398976894,174.0
Varamyr,Varamyr,Varamyr,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,39.0,6.0,10.0,2.0,3.0,2.0,1.0,1.114834498963319,139.0
Wallen,Wallen,Wallen,Wildling,0,1,1.0,0,0,Free Folk,Unknown,Unknown,0,Night's Watch,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,596.0
Weeper,Weeper,,Wildling,1,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Wildlings,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.38067159669008116,174.0
Willow Witch-eye,Willow Witch-eye,Willow Witch-eye,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,553.0
Wun Weg Wun Dar Wun,Wun Weg Wun Dar Wun,Wun Weg Wun Dar Wun,Wildling,0,1,1.0,1,0,Free Folk,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,28.0,4.0,,,3.0,2.0,1.0,0.4526358959265053,174.0
Ygritte,Ygritte,Ygritte,Wildling,0,0,1.0,0,0,Free Folk,Unknown,Unknown,0,Mance Rayder,Unknown,0,1,1,0,0,0,165.0,13.0,23.0,4.0,3.0,2.0,1.0,1.8444602606352414,174.0
Azzak,Azzak,Azzak,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Ghazeen,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1100.0
Bhakaz zo Loraq,Bhakaz zo Loraq,Bhakaz zo Loraq,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Loraq,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,237.0
Dhazzar,Dhazzar,Dhazzar,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Draqaz,Draqaz,Draqaz,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,3.0,1.0,,,2.0,3.0,4.0,0.28157302526233263,1832.0
Ezzara,Ezzara,Ezzara,House Targaryen,0,0,1.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,3.0,1.0,,,1.0,2.0,3.0,0.176729219245317,1832.0
Galazza Galare,Galazza Galare,Galazza Galare,None,1,0,0.0,1,0,Ghiscari,Unknown,Unknown,0,Graces,Unknown,0,1,1,0,0,0,57.0,6.0,,,1.0,2.0,3.0,0.7291576705640183,1832.0
Grazdan mo Eraz,Grazdan mo Eraz,Grazdan mo Eraz,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,Wise Masters,Unknown,0,1,1,0,0,0,3.0,1.0,3.0,1.0,2.0,3.0,4.0,0.20239656775665937,1832.0
Grazdar zo Galare,Grazdar zo Galare,Grazdar zo Galare,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Galare,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2252.0
Harghaz,Harghaz,Harghaz,None,0,1,0.0,0,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Hazrak zo Loraq,,Hazrak zo Loraq,Unknown,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Loraq,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,237.0
Hazzea,Hazzea,Hazzea,None,0,0,0.0,0,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Hizdahr zo Loraq,,Hizdahr zo Loraq,Unknown,0,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,292.0,22.0,24.0,2.0,1.0,2.0,3.0,3.320757043920457,1832.0
Kezmya,Kezmya,Kezmya,None,1,0,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Pahl,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2367.0
Khrazz,Khrazz,Khrazz,None,0,1,0.0,0,0,Ghiscari,Unknown,Unknown,0,House of Loraq,Unknown,0,1,1,0,0,0,28.0,5.0,,,2.0,2.0,3.0,0.5546807617181911,1832.0
Larraq,Larraq,Larraq,House Targaryen,0,1,1.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,3.0,1.0,,,2.0,2.0,3.0,0.17477436777990088,1832.0
Marghaz zo Loraq,,Marghaz zo Loraq,Unknown,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Loraq,Unknown,1,1,1,0,0,0,5.0,1.0,,,2.0,3.0,4.0,0.19802568975719617,1832.0
Mazdhan zo Loraq,,Mazdhan zo Loraq,Unknown,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Loraq,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,237.0
Mezzara,Mezzara,Mezzara,None,1,0,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Merreq,Unknown,0,1,1,0,0,0,7.0,2.0,,,1.0,2.0,3.0,0.26125376882264395,1832.0
Miklaz,Miklaz,Miklaz,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,10.0,3.0,,,1.0,2.0,3.0,0.5166999121749541,1832.0
Prendahl na Ghezn,Prendahl na Ghezn,Prendahl na Ghezn,None,0,1,0.0,0,0,Ghiscari,Unknown,Unknown,0,Stormcrows,Unknown,0,1,1,0,0,0,9.0,2.0,6.0,1.0,2.0,3.0,4.0,0.40861820200807425,1776.0
Reznak mo Reznak,Reznak mo Reznak,Reznak mo Reznak,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Reznak,Unknown,0,1,1,0,0,0,49.0,5.0,,,1.0,2.0,3.0,0.5995161530561743,1832.0
Skahaz mo Kandaq,Skahaz mo Kandaq,Skahaz mo Kandaq,None,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Kandaq,Unknown,0,1,1,0,0,0,135.0,12.0,3.0,1.0,1.0,2.0,3.0,1.3914397084154189,1832.0
Spotted Cat,Spotted Cat,Spotted Cat,None,0,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,26.0,6.0,4.0,1.0,1.0,2.0,3.0,0.7198634575586766,2551.0
Steelskin,Steelskin,Steelskin,None,0,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Loraq,Unknown,0,1,1,0,0,0,9.0,3.0,3.0,1.0,2.0,2.0,3.0,0.25392103570047764,1832.0
Tumco Lho,Tumco Lho,Tumco Lho,House Targaryen,0,1,1.0,1,0,Ghiscari,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,51.0
Zharaq zo Loraq,,Zharaq zo Loraq,Unknown,1,1,0.0,1,0,Ghiscari,Unknown,Unknown,0,House of Loraq,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,237.0
Togg Joth,,Togg Joth,Unknown,0,1,0.0,1,0,Ibbenese,Unknown,Unknown,0,Brave Companions,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2501.0
Aladale Wynch,,Aladale Wynch,Unknown,1,1,0.0,0,0,Ironborn,Unknown,Unknown,0,House Wynch,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1062.0
Alannys Harlaw,,Alannys Harlaw,Unknown,1,0,0.0,1,0,Ironborn,Unknown,Unknown,Balon Greyjoy,House Greyjoy,Unknown,1,1,1,0,0,0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.15000000000000002,40.0
Alvyn Sharp,,Alvyn Sharp,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Sharp,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,492.0
Ambrode,Ambrode,Ambrode,House Greyjoy,0,1,1.0,1,0,Ironborn,Unknown,Unknown,0,Unknown,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
Andrik,Andrik,Andrik,House Greyjoy,1,1,1.0,1,0,Ironborn,Unknown,Unknown,0,House Drumm,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2185.0
Asha Greyjoy,Asha Greyjoy,Asha Greyjoy,House Greyjoy,1,0,1.0,1,0,Ironborn,Unknown,Unknown,Erik Ironmaker,House Greyjoy,Unknown,0,1,1,0,0,0,234.0,26.0,15.0,1.0,2.0,2.0,2.0,4.3653489674441515,71.0
Baelor Blacktyde,,Baelor Blacktyde,Unknown,1,1,0.0,0,0,Ironborn,Unknown,Unknown,0,House Blacktyde,Unknown,1,1,1,0,0,0,15.0,4.0,3.0,1.0,2.0,3.0,3.0,0.42206779316766185,70.0
Balon Botley,,Balon Botley,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Botley,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2158.0
Bennarion Botley,,Bennarion Botley,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Botley,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2158.0
Boremund Harlaw,Boremund Harlaw,Boremund Harlaw,House Greyjoy,1,1,1.0,1,0,Ironborn,Unknown,Unknown,0,House Harlaw of Harridan Hill,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1121.0
Cadwyl,,Cadwyl,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Greyjoy,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
Cerrick,,Cerrick,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Webber,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2150.0
Cotter Pyke,Cotter Pyke,Cotter Pyke,Night's Watch,0,1,1.0,1,0,Ironborn,Unknown,Unknown,0,Night's Watch,Unknown,0,1,1,0,0,0,68.0,10.0,,,3.0,2.0,1.0,0.747942972322926,174.0
Daegon Shepherd,,Daegon Shepherd,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Shepherd,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,1053.0
Dagmer,,Dagmer,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Greyjoy,Unknown,1,1,1,0,0,0,23.0,5.0,6.0,2.0,3.0,3.0,2.0,0.47230250656139117,70.0
Dagon Greyjoy,,Dagon Greyjoy,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Greyjoy,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
Dagon Ironmaker,,Dagon Ironmaker,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Ironmaker,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,379.0
Denys Drumm,Denys Drumm,Denys Drumm,House Greyjoy,1,1,1.0,1,0,Ironborn,Unknown,Unknown,0,House Drumm,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2185.0
Donel Greyjoy,,Donel Greyjoy,Unknown,1,1,0.0,1,0,Ironborn,Unknown,Unknown,0,House Greyjoy,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
Donnel Drumm,Donnel Drumm,Donnel Drumm,House Greyjoy,1,1,1.0,1,0,Ironborn,Unknown,Unknown,0,House Drumm,Unknown,0,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,2185.0
Drennan,Drennan,Drennan,House Greyjoy,0,1,1.0,0,0,Ironborn,Unknown,Unknown,0,House Greyjoy,Unknown,0,1,1,0,0,0,6.0,2.0,3.0,1.0,3.0,3.0,2.0,0.29929801083926577,72.0
Dunstan Drumm,Dunstan Drumm,Dunstan Drumm,House Greyjoy,1,1,1.0,1,0,Ironborn,Unknown,Unknown,0,House Drumm,Unknown,0,1,1,0,0,0,10.0,3.0,,,2.0,3.0,3.0,0.3644779414113146,70.0
Eldiss,,Eldiss,Unknown,0,1,0.0,1,0,Ironborn,Unknown,Unknown,0,Unknown,Unknown,1,1,1,0,0,0,,,,,10.0,10.0,10.0,0.15000000000000002,40.0
